sku_id,product_name,moq,price_tier,core_features
SKU-PROD-24,"1pc Tree Pattern Decorative Throw Pillow Cover (Pillow Insert Not Included), Soft & Comfortable Single-Sided Printed Cushion Cover For Bedroom, Living Room, Sofa, Party Decoration",50,50-200: $1.2 | 250-450: $1.0 | >=500: $0.8,"Free Returns ✓ Free Shipping✓. 1pc Tree Pattern Decorative Throw Pillow Cover (Pillow Insert Not Included), Soft & Comfortable Single-Sided Printed Cushion Cover For Bedroom, Living Room, Sofa, Party Decoration- Cushion Cover at SHEIN."
SKU-PROD-25,"Unbeatablesale Keeper 8874430 16 Ft. Multicolored Tie Down Strap, 3333 Lbs",50,50-200: $20.3 | 250-450: $16.91 | >=500: $13.53,"Free Returns ✓ Free Shipping✓. Unbeatablesale Keeper 8874430 16 Ft. Multicolored Tie Down Strap, 3333 Lbs- Other Tool Organizers at SHEIN."
SKU-PROD-26,"1pc Unisex Brown PU Leather Cuff Bracelet With Circular Decor, Vintage Medieval Viking Warrior Cosplay Accessory Halloween",100,100-400: $1.99 | 500-900: $1.66 | >=1000: $1.33,"Free Returns ✓ Free Shipping✓. 1pc Unisex Brown PU Leather Cuff Bracelet With Circular Decor, Vintage Medieval Viking Warrior Cosplay Accessory Halloween- Handwear at SHEIN."
SKU-PROD-27,"1PC Magic Small Hand With Magnet, Prank Props Dark Magic Toy, Simple Coin Magic,Horror Magic Funny Game Toy,Halloween Party Games Favors Activity Supplies",50,50-200: $1.0 | 250-450: $0.83 | >=500: $0.67,"Free Returns ✓ Free Shipping✓. 1PC Magic Small Hand With Magnet, Prank Props Dark Magic Toy, Simple Coin Magic,Horror Magic Funny Game Toy,Halloween Party Games Favors Activity Supplies- Party Games & Activities at SHEIN."
SKU-PROD-28,"Unbeatablesale Jiallo 15120 Clock,; Thermometer & Hygrometer",50,50-200: $53.41 | 250-450: $44.51 | >=500: $35.61,"Free Returns ✓ Free Shipping✓. Unbeatablesale Jiallo 15120 Clock,; Thermometer & Hygrometer- Wall Decoration at SHEIN."
SKU-PROD-29,Unbeatablesale Jiallo 33016 Mirrored Jewelry Organizer 3 Compartments,100,100-400: $24.72 | 500-900: $20.6 | >=1000: $16.48,Free Returns ✓ Free Shipping✓. Unbeatablesale Jiallo 33016 Mirrored Jewelry Organizer 3 Compartments- Jewelry Boxes at SHEIN.
SKU-PROD-30,Unbeatablesale 32.25 In. W X 8.87 In. H X 1.62 In. P Architectural Accent - Legacy Center Onlay,50,50-200: $28.08 | 250-450: $23.4 | >=500: $18.72,Free Returns ✓ Free Shipping✓. Unbeatablesale 32.25 In. W X 8.87 In. H X 1.62 In. P Architectural Accent - Legacy Center Onlay- Wall Decoration at SHEIN.
SKU-PROD-31,"1PC Silk Roses Vine Artificial Flowers Fake Green Leaf Plants Valentine's Day Bride Bouquet For Autumn Decorations Wedding Vase For Home Dining Room Bedroom Decorations, Festival Birthday Party Accessories, Outdoor Garden Decorations",200,200-800: $1.06 | 1000-1800: $0.89 | >=2000: $0.71,"Free Returns ✓ Free Shipping✓. 1PC Silk Roses Vine Artificial Flowers Fake Green Leaf Plants Valentine's Day Bride Bouquet For Autumn Decorations Wedding Vase For Home Dining Room Bedroom Decorations, Festival Birthday Party Accessories, Outdoor Garden Decorations- Artificial Flowers at SHEIN."
SKU-PROD-32,Unbeatablesale Suntime Boston College Eagles-Football Helmet Wall Clock,200,200-800: $29.17 | 1000-1800: $24.3 | >=2000: $19.44,Free Returns ✓ Free Shipping✓. Unbeatablesale Suntime Boston College Eagles-Football Helmet Wall Clock- Other Sports Accessories at SHEIN.
SKU-PROD-33,Unbeatablesale KB CR1439 70 X 17 X 17 In. Coat Rack With Storage - Cherry,100,100-400: $105.11 | 500-900: $87.59 | >=1000: $70.07,Free Returns ✓ Free Shipping✓. Unbeatablesale KB CR1439 70 X 17 X 17 In. Coat Rack With Storage - Cherry- Coat Racks at SHEIN.
SKU-PROD-34,Unbeatablesale Syracuse Orange Spirit Series Sportula Grill Spatula,50,50-200: $17.84 | 250-450: $14.87 | >=500: $11.9,Free Returns ✓ Free Shipping✓. Unbeatablesale Syracuse Orange Spirit Series Sportula Grill Spatula- Other Sports Accessories at SHEIN.
SKU-PROD-35,1PC Natural Crystal XiuYu Jade Pagoda Hand Carved Figurine Engrgy Stone Quartz Freeform Phantom Tree Carving Crafts Halloween Ornament For Gifts Home Office Desktop Decoration,200,200-800: $11.94 | 1000-1800: $9.95 | >=2000: $7.96,Free Returns ✓ Free Shipping✓. 1PC Natural Crystal XiuYu Jade Pagoda Hand Carved Figurine Engrgy Stone Quartz Freeform Phantom Tree Carving Crafts Halloween Ornament For Gifts Home Office Desktop Decoration- Table Decorative Ornaments at SHEIN.
SKU-PROD-36,"Sun Protective Anti UV  1pc Summer Sunscreen Breathable Ice Silk Mask, Women Skin Friendly Comfortable Sun Protection Anti-UV Mask Ski Mask,Suitable For Cycling,Riding Motorcycle And Skiing",50,50-200: $0.82 | 250-450: $0.69 | >=500: $0.55,"Free Returns ✓ Free Shipping✓. Sun Protective Anti UV  1pc Summer Sunscreen Breathable Ice Silk Mask, Women Skin Friendly Comfortable Sun Protection Anti-UV Mask Ski Mask,Suitable For Cycling,Riding Motorcycle And Skiing- Cycling Mask & Scarf at SHEIN."
SKU-PROD-37,"144 Pieces Pizza Party Supplies Pack Decorations, Dinnerware Set With Plates, Napkins, Cups, And Cutlery (Serves 24) , Festival, Party , For Halloween Or Christmas Party",200,200-800: $14.09 | 1000-1800: $11.74 | >=2000: $9.4,"Free Returns ✓ Free Shipping✓. 144 Pieces Pizza Party Supplies Pack Decorations, Dinnerware Set With Plates, Napkins, Cups, And Cutlery (Serves 24) , Festival, Party , For Halloween Or Christmas Party- Disposable Tableware Sets at SHEIN."
SKU-PROD-38,Unbeatablesale Jacks 10239 Forged 14 In. Nail Clincher,200,200-800: $23.21 | 1000-1800: $19.34 | >=2000: $15.48,Free Returns ✓ Free Shipping✓. Unbeatablesale Jacks 10239 Forged 14 In. Nail Clincher- Horse Grooming & Bathing Supplies at SHEIN.
SKU-PROD-39,10 Pcs Bohemian European And American Sports Headbands For Women Wide Yoga Elastic Headbands Running Headbands Sports Hair Accessories Headdresses,100,100-400: $4.5 | 500-900: $3.75 | >=1000: $3.0,Free Returns ✓ Free Shipping✓. 10 Pcs Bohemian European And American Sports Headbands For Women Wide Yoga Elastic Headbands Running Headbands Sports Hair Accessories Headdresses- Hair Bands at SHEIN.
SKU-PROD-40,Synthetic African Fluffy Drawstring Ponytail Hair Extensions For Women Short African Curling Clip Curly Drawstring Bun (1B ),200,200-800: $6.61 | 1000-1800: $5.5 | >=2000: $4.4,Free Returns ✓ Free Shipping✓. Synthetic African Fluffy Drawstring Ponytail Hair Extensions For Women Short African Curling Clip Curly Drawstring Bun (1B )- Synthetic Extensions at SHEIN.
SKU-PROD-41,10pcs Transparent Chocolate Bouquet DIY Packaging Materials Finished Flower Shop Materials Valentine's Day Supplies Chocolate Cup Tray,50,50-200: $1.68 | 250-450: $1.4 | >=500: $1.12,Free Returns ✓ Free Shipping✓. 10pcs Transparent Chocolate Bouquet DIY Packaging Materials Finished Flower Shop Materials Valentine's Day Supplies Chocolate Cup Tray- Other Party Supplies at SHEIN.
SKU-PROD-42,"1 Set,Automatic Watering System Indoor Drip Irrigation System With 10 Heads Plant Watering Unit,Yard And Garden Watering Can For Indoor Outdoor Plants 5.25Ft",100,100-400: $2.91 | 500-900: $2.42 | >=1000: $1.94,"Free Returns ✓ Free Shipping✓. 1 Set,Automatic Watering System Indoor Drip Irrigation System With 10 Heads Plant Watering Unit,Yard And Garden Watering Can For Indoor Outdoor Plants 5.25Ft- Watering Kits at SHEIN."
SKU-PROD-43,"1 Set Of 2 Pieces Mop And Bucket Set With New Separation Of Clean And Dirty Water Design, Household Rotating Mop, Slouchy Mop, Hands-Free Flat Sucker Mop, Suitable For Daily Use",100,100-400: $44.76 | 500-900: $37.3 | >=1000: $29.84,"Free Returns ✓ Free Shipping✓. 1 Set Of 2 Pieces Mop And Bucket Set With New Separation Of Clean And Dirty Water Design, Household Rotating Mop, Slouchy Mop, Hands-Free Flat Sucker Mop, Suitable For Daily Use- Mops and Mop Sets at SHEIN."
SKU-PROD-44,"1PC Selenite Crystal Pumpkin Ghost Head Carving - Natural Rock Crystal Halloween Decor, Home & Office Ornamental",100,100-400: $2.07 | 500-900: $1.73 | >=1000: $1.38,"Free Returns ✓ Free Shipping✓. 1PC Selenite Crystal Pumpkin Ghost Head Carving - Natural Rock Crystal Halloween Decor, Home & Office Ornamental- Crystal Shapes & Carvings at SHEIN."
SKU-PROD-45,"1set-Halloween Party Hanging Swirl Decorations, Bat  Ghost Pumpkin Black Cat Cards Hanging Swirl Party Supplies,Halloween Party Decorations Set For Outdoor Indoor Decor",200,200-800: $1.94 | 1000-1800: $1.61 | >=2000: $1.29,"Free Returns ✓ Free Shipping✓. 1set-Halloween Party Hanging Swirl Decorations, Bat  Ghost Pumpkin Black Cat Cards Hanging Swirl Party Supplies,Halloween Party Decorations Set For Outdoor Indoor Decor- Party Backdrops at SHEIN."
SKU-PROD-46,"20pcs Purple Disposable Napkins,Flower Shape Table Napkins For Weding Supplies, Party Favors, Hen Party Decorations Birthday And Restaurant",50,50-200: $1.5 | 250-450: $1.25 | >=500: $1.0,"Free Returns ✓ Free Shipping✓. 20pcs Purple Disposable Napkins,Flower Shape Table Napkins For Weding Supplies, Party Favors, Hen Party Decorations Birthday And Restaurant- Disposable Napkins at SHEIN."
SKU-PROD-47,"14pcs WHite Hair Beads Accessories For Braids,Star Pearl Small Bear Design Hair Rings Decorations,Women Hair Accessories For Hair And Dreadlocks. Street",50,50-200: $0.84 | 250-450: $0.7 | >=500: $0.56,"Free Returns ✓ Free Shipping✓. 14pcs WHite Hair Beads Accessories For Braids,Star Pearl Small Bear Design Hair Rings Decorations,Women Hair Accessories For Hair And Dreadlocks. Street- Hair Clips at SHEIN."
SKU-PROD-48,"30pcs/Set Minimal Solid Color French Almond Flower Style Full Cover Short False Nails With 1pc Jelly Gel & 1pc Nail File, For Women & Girls Beauty Parties, Dates, Events",200,200-800: $0.96 | 1000-1800: $0.8 | >=2000: $0.64,"Free Returns ✓ Free Shipping✓. 30pcs/Set Minimal Solid Color French Almond Flower Style Full Cover Short False Nails With 1pc Jelly Gel & 1pc Nail File, For Women & Girls Beauty Parties, Dates, Events- Press On False Nails at SHEIN."
SKU-PROD-49,1 Set Halloween Scarecrow Pumpkin Home Bedroom Living Room Decor,200,200-800: $1.63 | 1000-1800: $1.36 | >=2000: $1.09,Free Returns ✓ Free Shipping✓. 1 Set Halloween Scarecrow Pumpkin Home Bedroom Living Room Decor- Mirror Stickers at SHEIN.
SKU-PROD-50,Unbeatablesale Hydro Air HA104320 Gunite Venturi Tee,50,50-200: $14.59 | 250-450: $12.16 | >=500: $9.73,Free Returns ✓ Free Shipping✓. Unbeatablesale Hydro Air HA104320 Gunite Venturi Tee- Swimming Pools at SHEIN.
SKU-PROD-51,"Jepeak Jepeak Pack Of 4 Rhombus Textured Throw Pillow Covers Cushion Cases, Burlap Linen Decorative Pillow Covers For Sofa Couch Bed Home Decor, 16x24 Inch",200,200-800: $15.72 | 1000-1800: $13.1 | >=2000: $10.48,"Free Returns ✓ Free Shipping✓. Jepeak Jepeak Pack Of 4 Rhombus Textured Throw Pillow Covers Cushion Cases, Burlap Linen Decorative Pillow Covers For Sofa Couch Bed Home Decor, 16x24 Inch- Cushion Cover at SHEIN."
SKU-PROD-52,"New Casual Solid Color One Shoulder Bag, Street Style Simple Tote Hand Carry Crossbody Square Bag",100,100-400: $5.82 | 500-900: $4.85 | >=1000: $3.88,"Free Returns ✓ Free Shipping✓. New Casual Solid Color One Shoulder Bag, Street Style Simple Tote Hand Carry Crossbody Square Bag- Women Top Handle Bags at SHEIN."
SKU-PROD-53,"Unbeatablesale 1.75 In. Clear Gel Floating Candles, Aqua - 12 Piece Per Box",200,200-800: $10.08 | 1000-1800: $8.4 | >=2000: $6.72,"Free Returns ✓ Free Shipping✓. Unbeatablesale 1.75 In. Clear Gel Floating Candles, Aqua - 12 Piece Per Box- Candles at SHEIN."
SKU-PROD-54,"22LB Life Size Sex Doll Torso, Lifelike Female Sex Doll For Men With Soft Big Boobs Big Butt Pussy Ass, Realistic Sex Dolls Full Size Love Dolls Male Masturbator For Vaginal Anal Breast Sex",50,50-200: $57.42 | 250-450: $47.85 | >=500: $38.28,"Free Returns ✓ Free Shipping✓. 22LB Life Size Sex Doll Torso, Lifelike Female Sex Doll For Men With Soft Big Boobs Big Butt Pussy Ass, Realistic Sex Dolls Full Size Love Dolls Male Masturbator For Vaginal Anal Breast Sex- Sex Dolls at SHEIN."
SKU-PROD-55,Casual Solid Color Shoulder Bag New Style Handbag Fashion Simple Crossbody Square Bag,100,100-400: $6.36 | 500-900: $5.3 | >=1000: $4.24,Free Returns ✓ Free Shipping✓. Casual Solid Color Shoulder Bag New Style Handbag Fashion Simple Crossbody Square Bag- Women Top Handle Bags at SHEIN.
SKU-PROD-56,"Unbeatablesale Jgoodin P50180R-V01 Myra Necklace 10 CT Rhodium Necklace, Multi Color",200,200-800: $14.08 | 1000-1800: $11.73 | >=2000: $9.38,"Free Returns ✓ Free Shipping✓. Unbeatablesale Jgoodin P50180R-V01 Myra Necklace 10 CT Rhodium Necklace, Multi Color- Women Layered Necklaces at SHEIN."
SKU-PROD-57,New Casual Solid Color Shoulder Bag Street Fashion Simple Trendy Crossbody Square Handbag,100,100-400: $4.57 | 500-900: $3.81 | >=1000: $3.04,Free Returns ✓ Free Shipping✓. New Casual Solid Color Shoulder Bag Street Fashion Simple Trendy Crossbody Square Handbag- Women Top Handle Bags at SHEIN.
SKU-PROD-58,30pcs  Ear Plasters Waterproof Correction Ear Surface Ear Flash Ear Face Small Invisible Breathable Skin Friendly Fixed Patch Self Adhesive Patch For Delicate Face,100,100-400: $1.26 | 500-900: $1.05 | >=1000: $0.84,Free Returns ✓ Free Shipping✓. 30pcs  Ear Plasters Waterproof Correction Ear Surface Ear Flash Ear Face Small Invisible Breathable Skin Friendly Fixed Patch Self Adhesive Patch For Delicate Face- Tool Accessories at SHEIN.
SKU-PROD-59,10pcs Red Satin Chair Sashes Bows Silk Chair Ribbon Ties For Wedding Banquet Party Hotel Event Decorations,50,50-200: $6.56 | 250-450: $5.46 | >=500: $4.37,Free Returns ✓ Free Shipping✓. 10pcs Red Satin Chair Sashes Bows Silk Chair Ribbon Ties For Wedding Banquet Party Hotel Event Decorations- Sashes at SHEIN.
SKU-PROD-60,"PHNIBIRD Rectangular Hoop Earrings, Hypoallergenic Material, Minimalist Style, Unisex Design, Fashion Accessory For Daily Wear, Suitable As Birthday, Holiday, Graduation Gifts For Girlfriend, Boyfriend, Friend, Family",50,50-200: $5.7 | 250-450: $4.75 | >=500: $3.8,"Free Returns ✓ Free Shipping✓. PHNIBIRD Rectangular Hoop Earrings, Hypoallergenic Material, Minimalist Style, Unisex Design, Fashion Accessory For Daily Wear, Suitable As Birthday, Holiday, Graduation Gifts For Girlfriend, Boyfriend, Friend, Family- Fine Hoop Earrings at SHEIN."
SKU-PROD-61,Unbeatablesale Keeney SD8BRASSNC Shower Drain For 2 In. Sch 40. ABS &Amp; PVC Pipe,50,50-200: $21.74 | 250-450: $18.12 | >=500: $14.5,Free Returns ✓ Free Shipping✓. Unbeatablesale Keeney SD8BRASSNC Shower Drain For 2 In. Sch 40. ABS &Amp; PVC Pipe- Showerheads & Accessories at SHEIN.
SKU-PROD-62,Unbeatablesale Intrend Tile LS014-D Granite Basketweave Pattern Mosaic Blend,200,200-800: $14.36 | 1000-1800: $11.96 | >=2000: $9.57,Free Returns ✓ Free Shipping✓. Unbeatablesale Intrend Tile LS014-D Granite Basketweave Pattern Mosaic Blend- Swimming Pools at SHEIN.
SKU-PROD-63,"New Arrival Street Style Casual Solid Color Shoulder Bag, Handbag, Crossbody Bag, Fashionable And Minimalist Small Square Bag",200,200-800: $5.13 | 1000-1800: $4.28 | >=2000: $3.42,"Free Returns ✓ Free Shipping✓. New Arrival Street Style Casual Solid Color Shoulder Bag, Handbag, Crossbody Bag, Fashionable And Minimalist Small Square Bag- Women Top Handle Bags at SHEIN."
SKU-PROD-64,10pcs Reusable Transparent PET Index Labels - Office Supplies,200,200-800: $0.9 | 1000-1800: $0.75 | >=2000: $0.6,Free Returns ✓ Free Shipping✓. 10pcs Reusable Transparent PET Index Labels - Office Supplies- Sticky Notes at SHEIN.
